"","location","date","temp","sun","wind","time","count","search_terms","lon","lat"
"1","College & S 11th Ave","2012-09-11",79,"sunny","calm","5:00-5:15",36,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"2","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","5:00-5:15",12,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"3","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","5:00-5:15",11,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"4","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","5:00-5:15",12,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"5","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","5:00-5:15",12,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"6","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","5:00-5:15",8,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"7","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","5:00-5:15",13,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"8","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","5:00-5:15",15,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"9","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","5:00-5:15",31,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"10","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","5:00-5:15",8,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"11","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","5:00-5:15",4,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"12","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","5:00-5:15",60,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"13","College & S 11th Ave","2012-09-11",79,"sunny","calm","5:15-5:30",43,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"14","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","5:15-5:30",15,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"15","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","5:15-5:30",9,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"16","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","5:15-5:30",4,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"17","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","5:15-5:30",11,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"18","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","5:15-5:30",4,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"19","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","5:15-5:30",6,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"20","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","5:15-5:30",25,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"21","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","5:15-5:30",41,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"22","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","5:15-5:30",7,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"23","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","5:15-5:30",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"24","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","5:15-5:30",40,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"25","College & S 11th Ave","2012-09-11",79,"sunny","calm","5:30-5:45",42,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"26","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","5:30-5:45",16,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"27","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","5:30-5:45",9,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"28","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","5:30-5:45",3,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"29","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","5:30-5:45",5,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"30","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","5:30-5:45",4,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"31","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","5:30-5:45",2,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"32","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","5:30-5:45",22,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"33","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","5:30-5:45",28,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"34","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","5:30-5:45",8,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"35","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","5:30-5:45",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"36","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","5:30-5:45",66,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"37","College & S 11th Ave","2012-09-11",79,"sunny","calm","5:45-6:00",43,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"38","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","5:45-6:00",9,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"39","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","5:45-6:00",13,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"40","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","5:45-6:00",6,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"41","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","5:45-6:00",6,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"42","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","5:45-6:00",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"43","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","5:45-6:00",10,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"44","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","5:45-6:00",27,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"45","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","5:45-6:00",42,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"46","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","5:45-6:00",17,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"47","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","5:45-6:00",6,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"48","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","5:45-6:00",74,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"49","College & S 11th Ave","2012-09-11",79,"sunny","calm","6:00-6:15",23,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"50","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","6:00-6:15",8,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"51","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","6:00-6:15",4,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"52","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","6:00-6:15",7,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"53","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","6:00-6:15",15,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"54","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","6:00-6:15",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"55","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","6:00-6:15",9,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"56","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","6:00-6:15",25,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"57","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","6:00-6:15",24,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"58","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","6:00-6:15",2,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"59","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","6:00-6:15",4,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"60","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","6:00-6:15",57,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"61","College & S 11th Ave","2012-09-11",79,"sunny","calm","6:15-6:30",21,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"62","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","6:15-6:30",7,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"63","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","6:15-6:30",22,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"64","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","6:15-6:30",9,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"65","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","6:15-6:30",12,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"66","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","6:15-6:30",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"67","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","6:15-6:30",9,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"68","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","6:15-6:30",19,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"69","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","6:15-6:30",24,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"70","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","6:15-6:30",10,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"71","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","6:15-6:30",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"72","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","6:15-6:30",40,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"73","College & S 11th Ave","2012-09-11",79,"sunny","calm","6:30-6:45",23,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"74","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","6:30-6:45",5,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"75","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","6:30-6:45",9,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"76","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","6:30-6:45",5,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"77","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","6:30-6:45",5,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"78","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","6:30-6:45",1,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"79","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","6:30-6:45",14,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"80","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","6:30-6:45",19,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"81","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","6:30-6:45",20,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"82","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","6:30-6:45",9,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"83","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","6:30-6:45",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"84","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","6:30-6:45",38,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"85","College & S 11th Ave","2012-09-11",79,"sunny","calm","6:45-7:00",21,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"86","Kagy & S 3rd Ave","2012-09-11",79,"sunny","calm","6:45-7:00",16,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"87","Kagy & S 7th Ave","2012-09-11",79,"sunny","calm","6:45-7:00",14,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"88","Lamme & N Grand Ave","2012-09-11",79,"sunny","calm","6:45-7:00",11,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"89","Peach & N Rouse Ave","2012-09-11",79,"sunny","calm","6:45-7:00",6,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"90","Garfield & W Main / Huffine","2012-09-11",79,"sunny","calm","6:45-7:00",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"91","Durston &  N 15th Ave","2012-09-11",79,"sunny","calm","6:45-7:00",3,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"92","Church & Story (at Galligator trail)","2012-09-11",79,"sunny","calm","6:45-7:00",25,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"93","Grant & S 7th Ave","2012-09-11",79,"sunny","calm","6:45-7:00",23,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"94","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-11",79,"sunny","calm","6:45-7:00",7,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"95","Trail crossing & Highland Drive","2012-09-11",79,"sunny","calm","6:45-7:00",6,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"96","MSU Centennial Mall (best vantage point","2012-09-11",79,"sunny","calm","6:45-7:00",45,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"97","College & S 11th Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",63,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"98","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",11,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"99","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",20,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"100","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",13,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"101","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",12,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"102","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","5:00-5:15",4,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"103","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"104","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","5:00-5:15",28,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"105","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","5:00-5:15",50,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"106","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","5:00-5:15",10,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"107","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","5:00-5:15",7,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"108","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","5:00-5:15",67,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"109","College & S 11th Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",32,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"110","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",14,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"111","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",19,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"112","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",11,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"113","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",7,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"114","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","5:15-5:30",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"115","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",15,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"116","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","5:15-5:30",27,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"117","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","5:15-5:30",38,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"118","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","5:15-5:30",17,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"119","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","5:15-5:30",7,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"120","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","5:15-5:30",40,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"121","College & S 11th Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",39,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"122","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",12,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"123","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",22,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"124","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",4,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"125","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",5,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"126","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","5:30-5:45",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"127","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",10,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"128","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","5:30-5:45",17,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"129","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","5:30-5:45",40,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"130","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","5:30-5:45",8,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"131","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","5:30-5:45",6,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"132","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","5:30-5:45",36,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"133","College & S 11th Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",31,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"134","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",9,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"135","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",15,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"136","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",7,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"137","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",9,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"138","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","5:45-6:00",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"139","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",7,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"140","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","5:45-6:00",13,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"141","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","5:45-6:00",36,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"142","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","5:45-6:00",11,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"143","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","5:45-6:00",7,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"144","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","5:45-6:00",37,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"145","College & S 11th Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",29,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"146","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",10,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"147","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",12,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"148","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",10,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"149","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",9,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"150","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","6:00-6:15",5,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"151","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"152","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","6:00-6:15",22,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"153","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","6:00-6:15",48,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"154","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","6:00-6:15",15,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"155","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","6:00-6:15",4,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"156","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","6:00-6:15",33,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"157","College & S 11th Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",26,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"158","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",3,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"159","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",13,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"160","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",3,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"161","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",11,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"162","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","6:15-6:30",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"163","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",7,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"164","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","6:15-6:30",20,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"165","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","6:15-6:30",27,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"166","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","6:15-6:30",7,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"167","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","6:15-6:30",5,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"168","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","6:15-6:30",20,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"169","College & S 11th Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",24,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"170","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",13,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"171","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",7,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"172","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",8,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"173","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",5,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"174","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","6:30-6:45",8,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
